trigger,related,slot,support,trigger_lines,related_lines,total_lines,confidence,lift,score
bell,smile,expression,2927,6866,214402,572859,0.426304,1.139037,1.683929
bell,open_mouth,expression,2268,6866,143257,572859,0.330323,1.320904,1.464986
bell,hair_between_eyes,expression,1562,6866,94992,572859,0.227498,1.371949,0.997662
bell,red_eyes,expression,1352,6866,78718,572859,0.196912,1.433001,0.884388
bell,purple_eyes,expression,927,6866,47180,572859,0.135013,1.639328,0.657737
bell,green_eyes,expression,737,6866,50297,572859,0.107341,1.222558,0.377066
bell,yellow_eyes,expression,535,6866,37721,572859,0.07792,1.183354,0.252315
bell,merry_christmas,pose_action,126,6866,604,572859,0.018351,17.405141,1.856727
bell,holding_arrow,pose_action,105,6866,564,572859,0.015293,15.532957,1.600437
bell,paw_pose,pose_action,251,6866,2005,572859,0.036557,10.444876,1.262076
bell,holding,pose_action,1846,6866,124346,572859,0.268861,1.238636,1.088505
bell,holding_sack,pose_action,51,6866,361,572859,0.007428,11.787099,1.052193
bell,sleeves_past_fingers,pose_action,492,6866,7711,572859,0.071657,5.323513,1.030236
bell,chinese_zodiac,pose_action,154,6866,1814,572859,0.022429,7.083165,0.784405
bell,standing,pose_action,1049,6866,69880,572859,0.152782,1.252468,0.578827
bell,hamaya,prop,168,6866,415,572859,0.024468,33.77576,3.800482
bell,ema,prop,124,6866,448,572859,0.01806,23.093386,2.456103
bell,shimenawa,prop,180,6866,981,572859,0.026216,15.309022,1.744274
bell,flower,prop,1390,6866,61603,572859,0.202447,1.882595,1.199069
bell,sack,prop,116,6866,851,572859,0.016895,11.37293,1.194368
bell,christmas_tree,prop,136,6866,1098,572859,0.019808,10.334287,1.118352
bell,arrow_(projectile),prop,191,6866,1689,572859,0.027818,9.435125,1.086547
bell,coin,prop,69,6866,616,572859,0.01005,9.34571,0.886734
bell,christmas,scene,449,6866,3031,572859,0.065395,12.359598,2.151416
bell,new_year,scene,228,6866,3575,572859,0.033207,5.321116,0.632302
bell,sash,scene,518,6866,16387,572859,0.075444,2.637389,0.541738
bell,torii,scene,75,6866,1733,572859,0.010923,3.610827,0.34834
bell,east_asian_architecture,scene,49,6866,1311,572859,0.007137,3.11844,0.276115
bell,shrine,scene,27,6866,658,572859,0.003932,3.42359,0.268444
bell,in_box,scene,28,6866,828,572859,0.004078,2.821445,0.222864
bell,architecture,scene,47,6866,1551,572859,0.006845,2.528308,0.22197
bell,snowflake_print,style_light,44,6866,634,572859,0.006408,5.790384,0.501561
bell,snowflakes,style_light,105,6866,1993,572859,0.015293,4.395679,0.452908
bell,snowman,style_light,44,6866,763,572859,0.006408,4.811407,0.416763
bell,snowing,style_light,92,6866,3920,572859,0.013399,1.958149,0.196657
bell,red_eyeshadow,style_light,19,6866,595,572859,0.002767,2.664284,0.194812
bell,fox_shadow_puppet,style_light,19,6866,608,572859,0.002767,2.607318,0.190647
bell,shadow,style_light,204,6866,10581,572859,0.029712,1.608598,0.187435
bell,blurry,style_light,364,6866,24859,572859,0.053015,1.221692,0.166639
bird,looking_at_animal,camera,120,8565,570,572859,0.014011,14.080782,1.488299
bird,very_wide_shot,camera,74,8565,447,572859,0.00864,11.072471,1.065326
bird,wide_shot,camera,408,8565,4156,572859,0.047636,6.566062,0.86054
bird,landscape,camera,100,8565,805,572859,0.011675,8.308536,0.848049
bird,full_body,camera,1416,8565,78638,572859,0.165324,1.204346,0.628008
bird,facing_away,camera,134,8565,1951,572859,0.015645,4.593756,0.49575
bird,from_behind,camera,418,8565,9789,572859,0.048803,2.856001,0.37577
bird,bangle,camera,43,8565,719,572859,0.00502,4,0.344855
bird,bird_on_head,clothing,609,8565,609,572859,0.071103,66.883713,13.276316
bird,animal_on_head,clothing,716,8565,1446,572859,0.083596,33.118076,7.920617
bird,on_head,clothing,722,8565,1661,572859,0.084297,29.072872,7.02018
bird,orange_dress,clothing,203,8565,870,572859,0.023701,15.6062,1.816858
bird,dress,clothing,2531,8565,115198,572859,0.295505,1.469493,1.478598
bird,metal_collar,clothing,49,8565,336,572859,0.005721,9.753875,0.863633
bird,neon_trim,clothing,54,8565,407,572859,0.006305,8.874006,0.801403
bird,white_shirt,clothing,1534,8565,94384,572859,0.179101,1.087045,0.6208
bird,yellow_eyes,expression,693,8565,37721,572859,0.080911,1.228769,0.283046
bird,closed_eyes,expression,641,8565,34659,572859,0.074839,1.236979,0.260467
bird,black_eyes,expression,309,8565,14394,572859,0.036077,1.435811,0.179749
bird,dot_mouth,expression,22,8565,831,572859,0.002569,1.770688,0.133258
bird,grey_eyes,expression,236,8565,14586,572859,0.027554,1.082172,0.12937
bird,mouth_hold,expression,65,8565,3280,572859,0.007589,1.325439,0.124264
bird,no_mouth,expression,25,8565,1081,572859,0.002919,1.546802,0.119418
bird,ringed_eyes,expression,51,8565,2660,572859,0.005954,1.282357,0.114472
bird,bird_on_hand,pose_action,341,8565,341,572859,0.039813,66.883713,8.51198
bird,flying,pose_action,220,8565,1431,572859,0.025686,10.282611,1.214236
bird,holding,pose_action,2327,8565,124346,572859,0.271687,1.251656,1.145542
bird,holding_animal,pose_action,216,8565,1877,572859,0.025219,7.696794,0.905954
bird,standing,pose_action,1511,8565,69880,572859,0.176416,1.446212,0.811871
bird,sitting,pose_action,1299,8565,51872,572859,0.151664,1.674929,0.791784
bird,holding_lantern,pose_action,56,8565,670,572859,0.006538,5.59028,0.508588
bird,animal_hug,pose_action,31,8565,334,572859,0.003619,6.20777,0.50059
bird,chick,prop,712,8565,715,572859,0.083129,66.603082,15.826716
bird,crow,prop,574,8565,574,572859,0.067017,66.883713,12.400006
bird,animal,prop,2021,8565,9417,572859,0.23596,14.354039,11.203158
bird,penguin,prop,488,8565,488,572859,0.056976,66.883713,10.278523
bird,chicken,prop,313,8565,313,572859,0.036544,66.883713,8.391239
bird,animal_on_shoulder,prop,272,8565,689,572859,0.031757,26.40402,3.234821
bird,cage,prop,78,8565,409,572859,0.009107,12.755329,1.240126
bird,flower,prop,1704,8565,61603,572859,0.198949,1.85007,1.190342
bird,outdoors,scene,2600,8565,48866,572859,0.303561,3.558664,3.690899
bird,sky,scene,2258,8565,36349,572859,0.263631,4.154816,3.675566
bird,cloud,scene,1772,8565,22848,572859,0.206888,5.187235,3.488807
bird,day,scene,1382,8565,24340,572859,0.161354,3.797588,1.926288
bird,blue_sky,scene,963,8565,13369,572859,0.112434,4.817789,1.618615
bird,cloudy_sky,scene,581,8565,6320,572859,0.067834,6.148645,1.155997
bird,horizon,scene,216,8565,1682,572859,0.025219,8.589109,1.010985
bird,water,scene,733,8565,12065,572859,0.085581,4.06347,0.998401
bird,rainbow,style_light,84,8565,1019,572859,0.009807,5.513476,0.54394
bird,wind,style_light,305,8565,5520,572859,0.03561,3.695567,0.461634
bird,sunlight,style_light,316,8565,6116,572859,0.036894,3.455731,0.43425
bird,wind_lift,style_light,50,8565,777,572859,0.005838,4.303971,0.382656
bird,light_rays,style_light,87,8565,1919,572859,0.010158,3.032248,0.301219
bird,train,style_light,32,8565,585,572859,0.003736,3.658596,0.296941
bird,train_station,style_light,24,8565,424,572859,0.002802,3.785871,0.289899
bird,blurry_foreground,style_light,144,8565,3689,572859,0.016813,2.610804,0.285559
black_hair,cowboy_shot,camera,5565,77098,37595,572859,0.072181,1.099866,0.297412
black_hair,wide_shot,camera,986,77098,4156,572859,0.012789,1.762812,0.264268
black_hair,looking_at_another,camera,471,77098,1862,572859,0.006109,1.879515,0.252057
black_hair,from_side,camera,3510,77098,21007,572859,0.045526,1.241503,0.220152
black_hair,profile,camera,1737,77098,9573,572859,0.02253,1.348206,0.218564
black_hair,facing_away,camera,421,77098,1951,572859,0.005461,1.603354,0.2112
black_hair,from_behind,camera,1688,77098,9789,572859,0.021894,1.281264,0.20692
black_hair,looking_away,camera,1258,77098,7020,572859,0.016317,1.331521,0.206593
black_hair,skirt,clothing,21705,77098,146273,572859,0.281525,1.102555,1.346115
black_hair,school_uniform,clothing,16096,77098,78554,572859,0.208773,1.522489,1.337212
black_hair,white_shirt,clothing,14031,77098,94384,572859,0.181989,1.104574,0.833712
black_hair,pleated_skirt,clothing,10188,77098,55124,572859,0.132144,1.37326,0.727415
black_hair,japanese_clothes,clothing,8891,77098,41903,572859,0.115321,1.576559,0.718047
black_hair,serafuku,clothing,8625,77098,39888,572859,0.111871,1.606651,0.707492
black_hair,jacket,clothing,11426,77098,74842,572859,0.148201,1.134367,0.682254
black_hair,carrot_necklace,clothing,238,77098,350,572859,0.003087,5.052584,0.604908
black_hair,black_eyes,expression,8482,77098,14394,572859,0.110016,4.37846,1.892604
black_hair,red_eyes,expression,12329,77098,78718,572859,0.159913,1.163747,0.761382
black_hair,brown_eyes,expression,9150,77098,58461,572859,0.11868,1.162946,0.546815
black_hair,mole_under_mouth,expression,884,77098,2281,572859,0.011466,2.879596,0.424933
black_hair,bags_under_eyes,expression,770,77098,2181,572859,0.009987,2.62325,0.379334
black_hair,ringed_eyes,expression,622,77098,2660,572859,0.008068,1.737454,0.243306
black_hair,grey_eyes,expression,2668,77098,14586,572859,0.034605,1.359109,0.232938
black_hair,mouth_hold,expression,633,77098,3280,572859,0.00821,1.433952,0.201342
black_hair,standing,pose_action,10220,77098,69880,572859,0.132559,1.086682,0.577619
black_hair,kiss,pose_action,340,77098,1074,572859,0.00441,2.352227,0.299211
black_hair,arm_cannon,pose_action,230,77098,697,572859,0.002983,2.451883,0.2918
black_hair,holding_cigarette,pose_action,255,77098,790,572859,0.003307,2.398378,0.290593
black_hair,french_kiss,pose_action,208,77098,634,572859,0.002698,2.437691,0.285022
black_hair,eye_contact,pose_action,124,77098,349,572859,0.001608,2.639982,0.280776
black_hair,holding_camera,pose_action,282,77098,922,572859,0.003658,2.272599,0.280141
black_hair,smoking,pose_action,373,77098,1381,572859,0.004838,2.006872,0.259208
black_hair,trident,prop,174,77098,407,572859,0.002257,3.176578,0.359718
black_hair,camera,prop,548,77098,1670,572859,0.007108,2.438197,0.334842
black_hair,power_lines,prop,483,77098,1524,572859,0.006265,2.354869,0.317065
black_hair,trash_can,prop,139,77098,358,572859,0.001803,2.884937,0.313475
black_hair,utility_pole,prop,412,77098,1305,572859,0.005344,2.345802,0.307923
black_hair,bag,prop,4554,77098,24266,572859,0.059068,1.394439,0.301407
black_hair,cigarette,prop,528,77098,1791,572859,0.006848,2.190499,0.299089
black_hair,snake,prop,299,77098,996,572859,0.003878,2.230573,0.277702
black_hair,outdoors,scene,8268,77098,48866,572859,0.10724,1.257182,0.528216
black_hair,sky,scene,5550,77098,36349,572859,0.071986,1.134502,0.305855
black_hair,railing,scene,762,77098,3042,572859,0.009884,1.861231,0.268726
black_hair,sash,scene,3131,77098,16387,572859,0.040611,1.419673,0.248235
black_hair,air_conditioner,scene,102,77098,316,572859,0.001323,2.398378,0.24574
black_hair,road,scene,559,77098,2339,572859,0.007251,1.775768,0.244622
black_hair,turret,scene,472,77098,1935,572859,0.006122,1.812448,0.243144
black_hair,street,scene,300,77098,1184,572859,0.003891,1.88267,0.234521
black_hair,red_eyeshadow,style_light,208,77098,595,572859,0.002698,2.597473,0.303704
black_hair,eyeshadow,style_light,693,77098,2507,572859,0.008989,2.05392,0.292371
black_hair,train_interior,style_light,127,77098,409,572859,0.001647,2.307199,0.246492
black_hair,film_grain,style_light,437,77098,1797,572859,0.005668,1.806916,0.239444
black_hair,rain,style_light,864,77098,3967,572859,0.011207,1.618289,0.238011
black_hair,train_station,style_light,121,77098,424,572859,0.001569,2.120431,0.224476
black_hair,blurry,style_light,3983,77098,24859,572859,0.051662,1.190505,0.221492
black_hair,train,style_light,155,77098,585,572859,0.00201,1.968704,0.218278
blanket,pov,camera,32,1002,2781,572859,0.031936,6.578532,0.53393
blanket,from_above,camera,41,1002,5335,572859,0.040918,4.39369,0.375127
blanket,looking_up,camera,19,1002,5785,572859,0.018962,1.877718,0.137299
blanket,facing_viewer,camera,26,1002,8847,572859,0.025948,1.680186,0.130744
blanket,dutch_angle,camera,19,1002,6254,572859,0.018962,1.736904,0.127002
blanket,profile,camera,20,1002,9573,572859,0.01996,1.194433,0.088216
blanket,pajamas,clothing,149,1002,1780,572859,0.148703,47.85709,15.666184
blanket,pink_pajamas,clothing,21,1002,321,572859,0.020958,37.401953,2.788992
blanket,hair_down,clothing,20,1002,1578,572859,0.01996,7.246078,0.535167
blanket,halo,clothing,64,1002,20344,572859,0.063872,1.798555,0.214733
blanket,sweater,clothing,56,1002,17035,572859,0.055888,1.879429,0.191121
blanket,floral_print,clothing,37,1002,12435,572859,0.036926,1.701124,0.142222
blanket,striped,clothing,41,1002,16312,572859,0.040918,1.437,0.122689
blanket,turtleneck,clothing,20,1002,7466,572859,0.01996,1.531518,0.113112
blanket,closed_eyes,expression,273,1002,34659,572859,0.272455,4.503256,3.008183
blanket,blush,expression,410,1002,173813,572859,0.409182,1.348595,1.447562
blanket,closed_mouth,expression,230,1002,114033,572859,0.229541,1.153127,0.630018
blanket,drooling,expression,20,1002,2984,572859,0.01996,3.831874,0.283007
blanket,blush_stickers,expression,52,1002,10404,572859,0.051896,2.857479,0.265798
blanket,half-closed_eyes,expression,27,1002,5205,572859,0.026946,2.965672,0.232539
blanket,tears,expression,38,1002,9930,572859,0.037924,2.187834,0.183914
blanket,black_eyes,expression,34,1002,14394,572859,0.033932,1.350447,0.11097
blanket,sleeping,pose_action,185,1002,2727,572859,0.184631,38.785251,16.398822
blanket,lying,pose_action,286,1002,10052,572859,0.285429,16.26648,11.474028
blanket,on_side,pose_action,88,1002,2265,572859,0.087824,22.212349,3.884454
blanket,on_back,pose_action,99,1002,4162,572859,0.098802,13.599193,2.737553
blanket,zzz,pose_action,20,1002,467,572859,0.01996,24.484607,1.808337
blanket,sitting,pose_action,257,1002,51872,572859,0.256487,2.832567,1.762901
blanket,sleepy,pose_action,24,1002,642,572859,0.023952,21.372545,1.63658
blanket,on_stomach,pose_action,57,1002,2429,572859,0.056886,13.416133,1.393648
blanket,lamp,prop,38,1002,1333,572859,0.037924,16.297968,1.370041
blanket,cup,prop,111,1002,13669,572859,0.110778,4.642653,1.071189
blanket,shelf,prop,19,1002,762,572859,0.018962,14.255375,1.042352
blanket,clock,prop,30,1002,1319,572859,0.02994,13.003387,1.04161
blanket,stuffed_toy,prop,82,1002,8274,572859,0.081836,5.666023,0.910582
blanket,picture_frame,prop,21,1002,1092,572859,0.020958,10.99453,0.819841
blanket,mug,prop,49,1002,3317,572859,0.048902,8.445602,0.747796
blanket,book,prop,86,1002,11813,572859,0.085828,4.162155,0.708129
blanket,under_covers,scene,261,1002,729,572859,0.260479,204.68829,129.718647
blanket,pillow,scene,344,1002,5304,572859,0.343313,37.079592,32.448607
blanket,bed,scene,202,1002,2613,572859,0.201597,44.196917,20.727553
blanket,bed_sheet,scene,114,1002,1741,572859,0.113772,37.435712,8.916203
blanket,on_bed,scene,133,1002,2555,572859,0.132735,29.760536,8.514118
blanket,bedroom,scene,39,1002,528,572859,0.038922,42.228991,3.568764
blanket,indoors,scene,205,1002,22038,572859,0.204591,5.318164,2.537804
blanket,cushion,scene,23,1002,672,572859,0.022954,19.567646,1.485687
blanket,steam,style_light,38,1002,2956,572859,0.037924,7.349524,0.617816
blanket,sunlight,style_light,37,1002,6116,572859,0.036926,3.458711,0.289165
blanket,shadow,style_light,34,1002,10581,572859,0.033932,1.837098,0.150959
blanket,sweat,style_light,29,1002,9555,572859,0.028942,1.735191,0.13804
blonde_hair,full_body,camera,11660,78326,78638,572859,0.148865,1.084446,0.656572
blonde_hair,framed,camera,116,78326,654,572859,0.001481,1.297245,0.136235
blonde_hair,between_legs,camera,254,78326,1697,572859,0.003243,1.094696,0.132546
blonde_hair,selfie,camera,79,78326,515,572859,0.001009,1.121919,0.109353
blonde_hair,hat,clothing,19510,78326,94614,572859,0.249087,1.508147,1.611762
blonde_hair,dress,clothing,20561,78326,115198,572859,0.262505,1.305392,1.478034
blonde_hair,bow,clothing,19704,78326,108162,572859,0.251564,1.33236,1.439496
blonde_hair,ribbon,clothing,18326,78326,96947,572859,0.233971,1.382532,1.37906
blonde_hair,white_shirt,clothing,15298,78326,94384,572859,0.195312,1.185436,0.968933
blonde_hair,american_flag_dress,clothing,322,78326,344,572859,0.004111,6.846037,0.86299
blonde_hair,short_sleeves,clothing,12032,78326,64807,572859,0.153614,1.357868,0.851185
blonde_hair,laevatein_(touhou),clothing,456,78326,524,572859,0.005822,6.364662,0.849169
blonde_hair,smile,expression,32772,78326,214402,572859,0.418405,1.117933,2.112184
blonde_hair,open_mouth,expression,22655,78326,143257,572859,0.28924,1.156618,1.457041
blonde_hair,blue_eyes,expression,19429,78326,107389,572859,0.248053,1.323221,1.407667
blonde_hair,yellow_eyes,expression,11563,78326,37721,572859,0.147627,2.241967,1.344894
blonde_hair,red_eyes,expression,13440,78326,78718,572859,0.171591,1.248726,0.884659
blonde_hair,green_eyes,expression,9786,78326,50297,572859,0.124939,1.423,0.709563
blonde_hair,sparkling_eyes,expression,803,78326,2396,572859,0.010252,2.451154,0.356654
blonde_hair,drooling,expression,892,78326,2984,572859,0.011388,2.18629,0.323047
blonde_hair,broom_riding,pose_action,373,78326,712,572859,0.004762,3.831516,0.494878
blonde_hair,hands_in_opposite_sleeves,pose_action,173,78326,340,572859,0.002209,3.721422,0.420977
blonde_hair,holding_broom,pose_action,372,78326,1160,572859,0.004749,2.345453,0.302805
blonde_hair,spread_arms,pose_action,556,78326,2030,572859,0.007099,2.003183,0.27572
blonde_hair,hand_on_headwear,pose_action,477,78326,1732,572859,0.00609,2.014245,0.270667
blonde_hair,sleeves_past_fingers,pose_action,1639,78326,7711,572859,0.020925,1.554569,0.25007
blonde_hair,holding_basket,pose_action,178,78326,613,572859,0.002273,2.12374,0.241486
blonde_hair,outstretched_arms,pose_action,1297,78326,6187,572859,0.016559,1.53321,0.238895
blonde_hair,chick,prop,351,78326,715,572859,0.004481,3.5904,0.459124
blonde_hair,broom,prop,1252,78326,3095,572859,0.015984,2.958595,0.458739
blonde_hair,green_gemstone,prop,299,78326,605,572859,0.003817,3.614578,0.450007
blonde_hair,grapes,prop,223,78326,526,572859,0.002847,3.100708,0.367024
blonde_hair,teddy_bear,prop,784,78326,2302,572859,0.010009,2.490878,0.361155
blonde_hair,lily_of_the_valley,prop,169,78326,396,572859,0.002158,3.121284,0.35159
blonde_hair,mushroom,prop,283,78326,902,572859,0.003613,2.294678,0.283033
blonde_hair,spider_web,prop,123,78326,351,572859,0.00157,2.562948,0.272166
blonde_hair,darkness,scene,272,78326,453,572859,0.003473,4.391496,0.538013
blonde_hair,stuffed_animal,scene,1401,78326,6841,572859,0.017887,1.497822,0.235872
