trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
large breasts,large_breasts,small breasts,small_breasts,body_detail,140,77274,57593,200039,0.001812,0.002431,0.006293,-7.312097,0.000685,suggestive,suggestive,人物,胸部,weilin_tagcart.csv,22247.869076,21968.750059
small breasts,small_breasts,large breasts,large_breasts,body_detail,140,57593,77274,200039,0.002431,0.001812,0.006293,-7.312097,0.000685,suggestive,suggestive,人物,胸部,danbooru_all.csv,22247.869076,21968.750059
completely nude,completely_nude,bare shoulders,bare_shoulders,body_detail,314,57225,47254,200039,0.005487,0.006645,0.023228,-5.427964,0.002916,nsfw,nudity_nsfw,人物,肩部,weilin_tagcart.csv,13517.914757,12897.208485
large breasts,large_breasts,loli,loli,body_detail,35,77274,31024,200039,0.000453,0.001128,0.00292,-8.419588,0.000241,suggestive,suggestive,人物,年龄,weilin_tagcart.csv,11984.405921,11914.508137
completely nude,completely_nude,long sleeves,long_sleeves,clothing,304,57225,39741,200039,0.005312,0.00765,0.02674,-5.224849,0.003338,nsfw,nudity_nsfw,服饰,手臂,weilin_tagcart.csv,11368.676733,10768.805735
completely nude,completely_nude,shirt,shirt,clothing,690,57225,40873,200039,0.012058,0.016882,0.059012,-4.082844,0.008395,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,11692.507086,10353.225471
completely nude,completely_nude,thighhighs,thighhighs,clothing,640,57225,38675,200039,0.011184,0.016548,0.057847,-4.111622,0.008136,nsfw,nudity_nsfw,服饰,袜子,weilin_tagcart.csv,11063.726948,9820.748831
thighhighs,thighhighs,completely nude,completely_nude,other,640,38675,57225,200039,0.016548,0.011184,0.057847,-4.111622,0.008136,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,11063.726948,9820.748831
ass,ass,navel,navel,body_detail,8842,49327,97400,200039,0.179253,0.09078,0.368147,-1.441645,0.260471,suggestive,suggestive,人物,腹部,weilin_tagcart.csv,24017.565575,9588.723295
nude,nude,shirt,shirt,clothing,6677,101769,40873,200039,0.065609,0.16336,0.321103,-1.638893,0.080587,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,20793.966861,9583.969942
medium breasts,medium_breasts,loli,loli,body_detail,62,59190,31024,200039,0.001047,0.001998,0.006754,-7.210045,0.000627,suggestive,suggestive,人物,年龄,weilin_tagcart.csv,9179.762746,9056.181493
ass,ass,collarbone,collarbone,body_detail,3446,49327,61282,200039,0.06986,0.056232,0.228041,-2.132637,0.056373,suggestive,suggestive,人物,肩部,danbooru_all.csv,15111.339359,9005.167519
nude,nude,bare shoulders,bare_shoulders,body_detail,9383,101769,47254,200039,0.092199,0.198565,0.390303,-1.357332,0.142964,nsfw,nudity_nsfw,人物,肩部,weilin_tagcart.csv,24040.273777,8936.490348
pussy,pussy,upper body,upper_body,camera,7,105972,15184,200039,0.000066,0.000461,0.00087,-10.166311,0.000054,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,8043.825694,8029.831786
completely nude,completely_nude,white shirt,white_shirt,clothing,525,57225,30693,200039,0.009174,0.017105,0.059793,-4.063885,0.008157,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,8780.322462,7761.713678
nude,nude,white shirt,white_shirt,clothing,5103,101769,30693,200039,0.050143,0.166259,0.326803,-1.613509,0.060774,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,15614.934673,7076.607932
sex,sex,closed mouth,closed_mouth,expression,7701,73101,52693,200039,0.105347,0.146148,0.399931,-1.322175,0.163771,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,19255.800084,6933.672161
nude,nude,long sleeves,long_sleeves,clothing,8392,101769,39741,200039,0.082461,0.211167,0.415074,-1.268558,0.134322,nsfw,nudity_nsfw,服饰,手臂,weilin_tagcart.csv,20218.066622,6917.37021
completely nude,completely_nude,open clothes,open_clothes,clothing,321,57225,26030,200039,0.005609,0.012332,0.043108,-4.535894,0.005431,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,7446.381706,6818.219433
sex,sex,sitting,sitting,pose_action,3022,73101,32706,200039,0.04134,0.092399,0.252847,-1.983662,0.044017,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,11951.875914,6671.980567
completely nude,completely_nude,skirt,skirt,clothing,195,57225,23224,200039,0.003408,0.008396,0.029351,-5.090435,0.003393,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,6643.671484,6259.394976
vaginal,vaginal,closed mouth,closed_mouth,expression,6324,61149,52693,200039,0.10342,0.120016,0.392613,-1.348822,0.154363,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,16107.480326,5942.362515
clothes lift,clothes_lift,completely nude,completely_nude,other,73,20920,57225,200039,0.003489,0.001276,0.012198,-6.357207,0.00117,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,5984.568009,5839.458466
completely nude,completely_nude,clothes lift,clothes_lift,clothing,73,57225,20920,200039,0.001276,0.003489,0.012198,-6.357207,0.00117,nsfw,nudity_nsfw,表情动作,手部动作,weilin_tagcart.csv,5984.568009,5839.458466
ass,ass,stomach,stomach,body_detail,2149,49327,38586,200039,0.043566,0.055694,0.225859,-2.146508,0.037653,suggestive,suggestive,人物,腹部,danbooru_all.csv,9514.802723,5702.17285
completely nude,completely_nude,dress,dress,clothing,91,57225,20466,200039,0.00159,0.004446,0.015543,-6.007583,0.001558,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,5854.692585,5674.107006
clothes lift,clothes_lift,nude,nude,other,2878,20920,101769,200039,0.137572,0.02828,0.270413,-1.886761,0.128738,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,10642.962022,5665.21191
nude,nude,clothes lift,clothes_lift,clothing,2878,101769,20920,200039,0.02828,0.137572,0.270413,-1.886761,0.04679,nsfw,nudity_nsfw,表情动作,手部动作,weilin_tagcart.csv,10642.962022,5665.21191
vaginal,vaginal,sitting,sitting,pose_action,2545,61149,32706,200039,0.04162,0.077814,0.254557,-1.973937,0.043369,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,9997.746409,5555.594908
spread legs,spread_legs,standing,standing,pose_action,1187,60233,25701,200039,0.019707,0.046185,0.153384,-2.704777,0.023607,suggestive,suggestive,表情动作,基础动作,weilin_tagcart.csv,7738.732612,5546.799763
nude,nude,panties,panties,clothing,3083,101769,21190,200039,0.030294,0.145493,0.285984,-1.805994,0.04991,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,10780.323387,5496.012058
panties,panties,nude,nude,other,3083,21190,101769,200039,0.145493,0.030294,0.285984,-1.805994,0.14523,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,10780.323387,5496.012058
sex,sex,upper body,upper_body,camera,69,73101,15184,200039,0.000944,0.004544,0.012435,-6.329422,0.00118,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,5548.745915,5411.603946
nude,nude,skirt,skirt,clothing,3896,101769,23224,200039,0.038283,0.167757,0.329747,-1.600568,0.059218,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,11815.112333,5307.807355
breasts out,breasts_out,completely nude,completely_nude,other,41,18295,57225,200039,0.002241,0.000716,0.007834,-6.996046,0.000669,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,5233.636316,5151.957508
completely nude,completely_nude,breasts out,breasts_out,body_detail,41,57225,18295,200039,0.000716,0.002241,0.007834,-6.996046,0.000669,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,5233.636316,5151.957508
completely nude,completely_nude,panties,panties,clothing,489,57225,21190,200039,0.008545,0.023077,0.080669,-3.631841,0.010883,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,6061.806698,5123.253848
panties,panties,completely nude,completely_nude,other,489,21190,57225,200039,0.023077,0.008545,0.080669,-3.631841,0.010883,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,6061.806698,5123.253848
penis,penis,sitting,sitting,pose_action,5530,84272,32706,200039,0.065621,0.169082,0.401355,-1.317048,0.098594,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,13778.313389,4937.808558
no bra,no_bra,nude,nude,other,797,12549,101769,200039,0.063511,0.007831,0.124838,-3.001866,0.023047,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,6384.250976,4889.747221
nude,nude,no bra,no_bra,clothing,797,101769,12549,200039,0.007831,0.063511,0.124838,-3.001866,0.018144,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,6384.250976,4889.747221
bottomless,bottomless,completely nude,completely_nude,other,95,17549,57225,200039,0.005413,0.00166,0.018923,-5.723682,0.001912,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,5020.22868,4832.026407
completely nude,completely_nude,bottomless,bottomless,other,95,57225,17549,200039,0.00166,0.005413,0.018923,-5.723682,0.001912,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,5020.22868,4832.026407
sex from behind,sex_from_behind,on back,on_back,pose_action,190,28679,35800,200039,0.006625,0.005307,0.037019,-4.755602,0.004259,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,5132.540155,4759.573709
anus,anus,collarbone,collarbone,body_detail,3249,33352,61282,200039,0.097415,0.053017,0.317987,-1.65296,0.108824,nsfw,explicit_nsfw,人物,肩部,danbooru_all.csv,10217.393928,4752.534186
completely nude,completely_nude,off shoulder,off_shoulder,clothing,213,57225,17788,200039,0.003722,0.011974,0.041858,-4.578343,0.004915,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,5088.599223,4671.515036
vaginal,vaginal,upper body,upper_body,camera,8,61149,15184,200039,0.000131,0.000527,0.001724,-9.180384,0.000108,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,4641.526982,4625.540771
clothed sex,clothed_sex,completely nude,completely_nude,other,71,16404,57225,200039,0.004328,0.001241,0.01513,-6.046449,0.001444,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,4692.679428,4551.753654
completely nude,completely_nude,clothed sex,clothed_sex,pose_action,71,57225,16404,200039,0.001241,0.004328,0.01513,-6.046449,0.001444,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,4692.679428,4551.753654
spread legs,spread_legs,upper body,upper_body,camera,29,60233,15184,200039,0.000481,0.00191,0.006343,-7.300628,0.000505,suggestive,suggestive,镜头,镜头,weilin_tagcart.csv,4571.99782,4514.181766
large breasts,large_breasts,flat chest,flat_chest,body_detail,14,77274,11662,200039,0.000181,0.0012,0.003108,-8.329946,0.000214,suggestive,suggestive,人物,胸部,weilin_tagcart.csv,4504.968471,4477.011979
breasts out,breasts_out,navel,navel,body_detail,2619,18295,97400,200039,0.143154,0.026889,0.294008,-1.766074,0.143933,nsfw,nudity_nsfw,人物,腹部,weilin_tagcart.csv,8907.927954,4439.934294
pussy,pussy,from side,from_side,camera,825,105972,11243,200039,0.007785,0.073379,0.138515,-2.851891,0.020235,nsfw,explicit_nsfw,镜头,镜头角度,weilin_tagcart.csv,5956.054549,4420.329023
spread legs,spread_legs,looking back,looking_back,camera,730,60233,19181,200039,0.01212,0.038058,0.126396,-2.983982,0.018133,suggestive,suggestive,镜头,主角动作,weilin_tagcart.csv,5775.519639,4407.788393
nude,nude,see-through,see-through,clothing,1356,101769,13400,200039,0.013324,0.101194,0.198909,-2.329821,0.031183,nsfw,nudity_nsfw,服饰,材质,weilin_tagcart.csv,6817.193647,4374.914018
see-through,see-through,nude,nude,other,1356,13400,101769,200039,0.101194,0.013324,0.198909,-2.329821,0.063112,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,6817.193647,4374.914018
fellatio,fellatio,pussy,pussy,body_detail,1671,13810,105972,200039,0.120999,0.015768,0.228405,-2.130332,0.089145,nsfw,explicit_nsfw,人物,性器官,danbooru_all.csv,7315.939992,4355.605369
pussy,pussy,fellatio,fellatio,pose_action,1671,105972,13810,200039,0.015768,0.120999,0.228405,-2.130332,0.036837,nsfw,explicit_nsfw,表情动作,性爱动作,danbooru_all.csv,7315.939992,4355.605369
no panties,no_panties,nude,nude,other,1492,13740,101769,200039,0.108588,0.014661,0.213443,-2.228079,0.073627,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,6990.167217,4324.623691
nude,nude,no panties,no_panties,clothing,1492,101769,13740,200039,0.014661,0.108588,0.213443,-2.228079,0.033902,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,6990.167217,4324.623691
spread legs,spread_legs,from behind,from_behind,camera,870,60233,19621,200039,0.014444,0.04434,0.147258,-2.763584,0.02168,suggestive,suggestive,镜头,镜头角度,weilin_tagcart.csv,5908.006404,4296.120686
breasts out,breasts_out,nude,nude,other,3015,18295,101769,200039,0.164799,0.029626,0.323932,-1.626236,0.185814,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,9307.504312,4254.159782
nude,nude,breasts out,breasts_out,body_detail,3015,101769,18295,200039,0.029626,0.164799,0.323932,-1.626236,0.056376,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,9307.504312,4254.159782
bottomless,bottomless,nude,nude,other,2862,17549,101769,200039,0.163086,0.028123,0.320565,-1.64131,0.180793,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,8927.979949,4121.437655
nude,nude,bottomless,bottomless,other,2862,101769,17549,200039,0.028123,0.163086,0.320565,-1.64131,0.055429,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,8927.979949,4121.437655
completely nude,completely_nude,jacket,jacket,clothing,192,57225,15719,200039,0.003355,0.012215,0.042698,-4.549695,0.004922,nsfw,nudity_nsfw,服饰,外套,weilin_tagcart.csv,4496.722014,4120.919986
penis,penis,cowboy shot,cowboy_shot,camera,614,84272,12221,200039,0.007286,0.050241,0.11926,-3.067824,0.016668,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,5148.436615,3993.661951
completely nude,completely_nude,no panties,no_panties,clothing,15,57225,13740,200039,0.000262,0.001092,0.003816,-8.03364,0.000267,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,3930.591035,3900.648278
no panties,no_panties,completely nude,completely_nude,other,15,13740,57225,200039,0.001092,0.000262,0.003816,-8.03364,0.000267,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,3930.591035,3900.648278
nude,nude,dress,dress,clothing,4064,101769,20466,200039,0.039934,0.198573,0.390319,-1.357274,0.070453,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,10411.991432,3870.248596
oral,oral,pussy,pussy,body_detail,2379,14930,105972,200039,0.159344,0.022449,0.300786,-1.733189,0.161912,nsfw,explicit_nsfw,人物,性器官,danbooru_all.csv,7909.267493,3866.83831
pussy,pussy,oral,oral,pose_action,2379,105972,14930,200039,0.022449,0.159344,0.300786,-1.733189,0.050806,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,7909.267493,3866.83831
completely nude,completely_nude,pantyhose,pantyhose,clothing,62,57225,13718,200039,0.001083,0.00452,0.015799,-5.984022,0.001467,nsfw,nudity_nsfw,服饰,袜子,weilin_tagcart.csv,3924.297512,3801.27705
pantyhose,pantyhose,completely nude,completely_nude,other,62,13718,57225,200039,0.00452,0.001083,0.015799,-5.984022,0.001467,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,3924.297512,3801.27705
ass,ass,upper body,upper_body,camera,35,49327,15184,200039,0.00071,0.002305,0.009348,-6.741149,0.000773,suggestive,suggestive,镜头,镜头,weilin_tagcart.csv,3744.175726,3674.502901
completely nude,completely_nude,see-through,see-through,clothing,88,57225,13400,200039,0.001538,0.006567,0.022957,-5.44495,0.002286,nsfw,nudity_nsfw,服饰,材质,weilin_tagcart.csv,3833.327501,3659.347678
see-through,see-through,completely nude,completely_nude,other,88,13400,57225,200039,0.006567,0.001538,0.022957,-5.44495,0.002286,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,3833.327501,3659.347678
spread legs,spread_legs,all fours,all_fours,pose_action,401,60233,14410,200039,0.006657,0.027828,0.092419,-3.435669,0.012078,suggestive,suggestive,表情动作,腿部动作,weilin_tagcart.csv,4338.941556,3574.001516
spread legs,spread_legs,cowboy shot,cowboy_shot,camera,55,60233,12221,200039,0.000913,0.0045,0.014946,-6.06406,0.001355,suggestive,suggestive,镜头,镜头,weilin_tagcart.csv,3679.8199,3570.641951
completely nude,completely_nude,no bra,no_bra,clothing,14,57225,12549,200039,0.000245,0.001116,0.0039,-8.002366,0.000269,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,3589.882598,3561.937196
